Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),environment_(biome),environment_(feature),environment_(material),Experiment,external_id,human_associated_environmental_package,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,create_date,version,Sample Name,Sample_name,Sequencing_method,SRA Study,Submitter_Id,ENA_first_public,ena_last_update,INSDC_center_alias,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),ena_first_public,ena_last_update,Scientific_Name
ERR9295471,WGS,99,181100281,PRJEB38625,SAMEA6870613,78155104,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8837113,SAMEA6870613,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:07Z,2022-03-18T00:40:07Z,public,Illumina HiSeq 4000,metagenome,MMPC33706732OR,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-07T19:33:00Z,1,SAMEA6870613,MMPC-3109222-SA-1,Illumina,ERP122062,MMPC-3109222-SA-1,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9295472,WGS,115,492712025,PRJEB38625,SAMEA6870613,187691668,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8837114,SAMEA6870613,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:07Z,2022-03-18T00:40:07Z,public,Illumina HiSeq 4000,metagenome,MMPC57477276OR,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T11:36:00Z,1,SAMEA6870613,MMPC-3109222-SA-1,Illumina,ERP122062,MMPC-3109222-SA-1,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9295473,WGS,97,1611067411,PRJEB38625,SAMEA6870615,642267388,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2022-03-18,2022-03-20,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8837115,SAMEA6870615,human-associated,European Molecular Biology Laboratory,2022-03-18T04:13:25Z,2022-03-18T04:13:25Z,public,Illumina HiSeq 4000,metagenome,MMPC41357154OR,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-07T21:42:00Z,1,SAMEA6870615,MMPC-3109223-SA-0,Illumina,ERP122062,MMPC-3109223-SA-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9295474,WGS,135,1010613763,PRJEB38625,SAMEA6870621,350480892,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8837116,SAMEA6870621,human-associated,European Molecular Biology Laboratory,2022-03-18T04:13:25Z,2022-03-18T04:13:25Z,public,Illumina HiSeq 4000,metagenome,MMPC93150325OR,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-07T19:37:00Z,1,SAMEA6870621,MMPC-3109301-SA-0,Illumina,ERP122062,MMPC-3109301-SA-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9295475,WGS,112,519445720,PRJEB38625,SAMEA6870625,204954334,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8837117,SAMEA6870625,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:07Z,2022-03-18T00:40:07Z,public,Illumina HiSeq 4000,metagenome,MMPC96783701OR,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T11:36:00Z,1,SAMEA6870625,MMPC-3109315-SA-0,Illumina,ERP122062,MMPC-3109315-SA-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9295476,WGS,113,326499304,PRJEB38625,SAMEA6870627,124561510,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",2022-03-18,2022-03-20,human-associated habitat [ENVO:00009003],mouth environment [ENVO:08000002],saliva [ENVO:02000036],ERX8837118,SAMEA6870627,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:07Z,2022-03-18T00:40:07Z,public,Illumina HiSeq 4000,metagenome,MMPC96263337OR,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-07-13T19:33:00Z,1,SAMEA6870627,MMPC-3109319-SA-0,Illumina,ERP122062,MMPC-3109319-SA-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9295477,WGS,130,31636982100,PRJEB38625,SAMEA6870421,11474187154,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8837119,SAMEA6870421,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:07Z,2022-03-18T00:40:07Z,public,Illumina HiSeq 4000,metagenome,MMPW39199901ST,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T00:11:00Z,1,SAMEA6870421,MMPC-3103117-ST-0,Illumina,ERP122062,MMPC-3103117-ST-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9295478,WGS,131,36806598110,PRJEB38625,SAMEA6870556,13335033438,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8837120,SAMEA6870556,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:06Z,2022-03-18T00:40:06Z,public,Illumina HiSeq 4000,metagenome,MMPW92389414ST,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T01:49:00Z,1,SAMEA6870556,MMPC-3109123-ST-0,Illumina,ERP122062,MMPC-3109123-ST-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9295479,WGS,105,27986138299,PRJEB38625,SAMEA6870408,11574722172,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",2022-03-18,2022-03-20,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8837121,SAMEA6870408,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:07Z,2022-03-18T00:40:07Z,public,Illumina HiSeq 4000,metagenome,MMPW76972986ST,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T00:35:00Z,1,SAMEA6870408,MMPC-3103109-ST-0,Illumina,ERP122062,MMPC-3103109-ST-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9295480,WGS,130,29271458998,PRJEB38625,SAMEA6870412,10587161274,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8837122,SAMEA6870412,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:07Z,2022-03-18T00:40:07Z,public,Illumina HiSeq 4000,metagenome,MMPW28983031ST,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T02:17:00Z,1,SAMEA6870412,MMPC-3103112-ST-0,Illumina,ERP122062,MMPC-3103112-ST-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9295481,WGS,107,25845773525,PRJEB38625,SAMEA6870447,10607747819,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8837123,SAMEA6870447,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:07Z,2022-03-18T00:40:07Z,public,Illumina HiSeq 4000,metagenome,MMPW21548424ST,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-07T23:48:00Z,1,SAMEA6870447,MMPC-3103203-ST-0,Illumina,ERP122062,MMPC-3103203-ST-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9295482,WGS,131,36128645215,PRJEB38625,SAMEA6870435,12835723474,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2022-03-18,2022-03-20,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8837124,SAMEA6870435,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:07Z,2022-03-18T00:40:07Z,public,Illumina HiSeq 4000,metagenome,MMPW97100755ST,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T01:42:00Z,1,SAMEA6870435,MMPC-3103124-ST-0,Illumina,ERP122062,MMPC-3103124-ST-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9295483,WGS,108,25961865806,PRJEB38625,SAMEA6870419,10623290989,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8837125,SAMEA6870419,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:07Z,2022-03-18T00:40:07Z,public,Illumina HiSeq 4000,metagenome,MMPW31043630ST,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T00:09:00Z,1,SAMEA6870419,MMPC-3103116-ST-0,Illumina,ERP122062,MMPC-3103116-ST-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9295484,WGS,122,24523673823,PRJEB38625,SAMEA6870519,9115162621,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8837126,SAMEA6870519,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:07Z,2022-03-18T00:40:07Z,public,Illumina HiSeq 4000,metagenome,MMPW82409611ST,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-07T23:34:00Z,1,SAMEA6870519,MMPC-3109103-ST-0,Illumina,ERP122062,MMPC-3109103-ST-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9295485,WGS,133,27572167741,PRJEB38625,SAMEA6870515,9592964886,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",2022-03-18,2022-03-20,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8837127,SAMEA6870515,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:07Z,2022-03-18T00:40:07Z,public,Illumina HiSeq 4000,metagenome,MMPW29397139ST,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T01:57:00Z,1,SAMEA6870515,MMPC-3109101-ST-0,Illumina,ERP122062,MMPC-3109101-ST-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9295486,WGS,130,36460703581,PRJEB38625,SAMEA6870614,13060132925,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8837128,SAMEA6870614,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:07Z,2022-03-18T00:40:07Z,public,Illumina HiSeq 4000,metagenome,MMPW83144761ST,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T00:41:00Z,1,SAMEA6870614,MMPC-3109223-ST-0,Illumina,ERP122062,MMPC-3109223-ST-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9295487,WGS,94,23640583323,PRJEB38625,SAMEA6870457,9592751936,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8837129,SAMEA6870457,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:07Z,2022-03-18T00:40:07Z,public,Illumina HiSeq 4000,metagenome,MMPW67722444ST,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-07T22:21:00Z,1,SAMEA6870457,MMPC-3103211-ST-0,Illumina,ERP122062,MMPC-3103211-ST-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9295488,WGS,108,26898227650,PRJEB38625,SAMEA6870546,11017479013,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",2022-03-18,2022-03-20,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8837130,SAMEA6870546,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:06Z,2022-03-18T00:40:06Z,public,Illumina HiSeq 4000,metagenome,MMPW14699153ST,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T03:50:00Z,1,SAMEA6870546,MMPC-3109117-ST-0,Illumina,ERP122062,MMPC-3109117-ST-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9295489,WGS,128,32288724480,PRJEB38625,SAMEA6870404,11723400435,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8837131,SAMEA6870404,human-associated,European Molecular Biology Laboratory,2022-03-18T04:13:25Z,2022-03-18T04:13:25Z,public,Illumina HiSeq 4000,metagenome,MMPW24306397ST,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T01:16:00Z,1,SAMEA6870404,MMPC-3103107-ST-0,Illumina,ERP122062,MMPC-3103107-ST-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9294200,AMPLICON,500,6062000,PRJEB38625,SAMEA13445257,3979519,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],blood plasma [UBERON:0001969],blood plasma [UBERON:0001969],ERX8835842,SAMEA13445257,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:18Z,2022-03-19T08:19:18Z,public,Illumina MiSeq,metagenome,MMPC48772476SE,PAIRED,PCR,METAGENOMIC,human blood metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-08T17:37:00Z,1,SAMEA13445257,MMPC-3103101109-SE-0,Illumina,ERP122062,MMPC-3103101109-SE-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,41.39,2.15,,,
ERR9294201,AMPLICON,500,30026500,PRJEB38625,SAMEA13445260,18316417,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],blood plasma [UBERON:0001969],blood plasma [UBERON:0001969],ERX8835843,SAMEA13445260,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:18Z,2022-03-19T08:19:18Z,public,Illumina MiSeq,metagenome,MMPC20796296SE,PAIRED,PCR,METAGENOMIC,human blood metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-07T20:31:00Z,1,SAMEA13445260,MMPC-3103102109-SE-0,Illumina,ERP122062,MMPC-3103102109-SE-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,41.39,2.15,,,
ERR9294202,AMPLICON,500,14028500,PRJEB38625,SAMEA13445263,8397392,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],blood plasma [UBERON:0001969],blood plasma [UBERON:0001969],ERX8835844,SAMEA13445263,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:18Z,2022-03-19T08:19:18Z,public,Illumina MiSeq,metagenome,MMPC21034285SE,PAIRED,PCR,METAGENOMIC,human blood metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-08T17:37:00Z,1,SAMEA13445263,MMPC-3103103109-SE-0,Illumina,ERP122062,MMPC-3103103109-SE-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,41.39,2.15,,,
ERR9294203,AMPLICON,500,9593000,PRJEB38625,SAMEA13445265,5460247,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],pancreas [UBERON:0001264],pancreas [UBERON:0001264],ERX8835845,SAMEA13445265,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:18Z,2022-03-19T08:19:18Z,public,Illumina MiSeq,metagenome,MMPC16671574TU,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-08T17:37:00Z,1,SAMEA13445265,MMPC-3103105123-TU-0,Illumina,ERP122062,MMPC-3103105123-TU-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,41.39,2.15,,,
ERR9294204,AMPLICON,500,23960000,PRJEB38625,SAMEA13445266,14202077,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],blood plasma [UBERON:0001969],blood plasma [UBERON:0001969],ERX8835846,SAMEA13445266,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:18Z,2022-03-19T08:19:18Z,public,Illumina MiSeq,metagenome,MMPC60726089SE,PAIRED,PCR,METAGENOMIC,human blood metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-08T17:37:00Z,1,SAMEA13445266,MMPC-3103106109-SE-0,Illumina,ERP122062,MMPC-3103106109-SE-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,41.39,2.15,,,
ERR9294205,AMPLICON,500,57778000,PRJEB38625,SAMEA13445269,32408644,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],blood plasma [UBERON:0001969],blood plasma [UBERON:0001969],ERX8835847,SAMEA13445269,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:19Z,2022-03-19T08:19:19Z,public,Illumina MiSeq,metagenome,MMPC52791982SE,PAIRED,PCR,METAGENOMIC,human blood metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-08T17:37:00Z,1,SAMEA13445269,MMPC-3103107109-SE-0,Illumina,ERP122062,MMPC-3103107109-SE-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,41.39,2.15,,,
ERR9294206,AMPLICON,500,37840000,PRJEB38625,SAMEA13445272,21376248,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],blood plasma [UBERON:0001969],blood plasma [UBERON:0001969],ERX8835848,SAMEA13445272,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:16Z,2022-03-19T08:19:16Z,public,Illumina MiSeq,metagenome,MMPC14671223SE,PAIRED,PCR,METAGENOMIC,human blood metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-08T17:37:00Z,1,SAMEA13445272,MMPC-3103108109-SE-0,Illumina,ERP122062,MMPC-3103108109-SE-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,41.39,2.15,,,
ERR9294207,AMPLICON,500,29295000,PRJEB38625,SAMEA13445276,16495697,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],blood plasma [UBERON:0001969],blood plasma [UBERON:0001969],ERX8835849,SAMEA13445276,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:16Z,2022-03-19T08:19:16Z,public,Illumina MiSeq,metagenome,MMPC33211159SE,PAIRED,PCR,METAGENOMIC,human blood metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-08T17:37:00Z,1,SAMEA13445276,MMPC-3103109109-SE-0,Illumina,ERP122062,MMPC-3103109109-SE-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,41.39,2.15,,,
ERR9294208,AMPLICON,500,28490500,PRJEB38625,SAMEA13445277,15602982,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],blood plasma [UBERON:0001969],blood plasma [UBERON:0001969],ERX8835850,SAMEA13445277,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:16Z,2022-03-19T08:19:16Z,public,Illumina MiSeq,metagenome,MMPC92111975SE,PAIRED,PCR,METAGENOMIC,human blood metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-08T17:37:00Z,1,SAMEA13445277,MMPC-3103111109-SE-0,Illumina,ERP122062,MMPC-3103111109-SE-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,41.39,2.15,,,
ERR9294209,AMPLICON,500,21827500,PRJEB38625,SAMEA13445280,12447546,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],blood plasma [UBERON:0001969],blood plasma [UBERON:0001969],ERX8835851,SAMEA13445280,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:16Z,2022-03-19T08:19:16Z,public,Illumina MiSeq,metagenome,MMPC47118543SE,PAIRED,PCR,METAGENOMIC,human blood metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-08T17:38:00Z,1,SAMEA13445280,MMPC-3103112109-SE-0,Illumina,ERP122062,MMPC-3103112109-SE-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,41.39,2.15,,,
