# Pathway	SAMN08335126	SAMN08335128	SAMN08335135	SAMN08335136	SAMN08335138	SAMN08335140	SAMN08335141	SAMN08335033	SAMN08335037	SAMN08335038	SAMN08335039	SAMN08335042	SAMN08335047	SAMN08335049	SAMN08335050	SAMN08335053	SAMN08335057	SAMN08335058	SAMN08335060	SAMN08335062	SAMN08335063	SAMN08335065	SAMN08335066	SAMN08335067	SAMN08335068	SAMN08335069	SAMN08335071	SAMN08335072	SAMN08335074	SAMN08335078	SAMN08335079	SAMN08335919	SAMN08335922	SAMN08335923	SAMN08335924	SAMN08335925	SAMN08335930	SAMN08335931	SAMN08335932	SAMN08335934	SAMN08335935	SAMN08335936	SAMN08335937	SAMN08335941	SAMN08335942	SAMN08335943	SAMN08335127	SAMN08335129	SAMN08335130	SAMN08335131	SAMN08335132	SAMN08335133	SAMN08335134	SAMN08335137	SAMN08335139	SAMN08335142	SAMN08335143	SAMN08335144	SAMN08335034	SAMN08335035	SAMN08335036	SAMN08335040	SAMN08335041	SAMN08335043	SAMN08335044	SAMN08335045	SAMN08335046	SAMN08335048	SAMN08335051	SAMN08335052	SAMN08335054	SAMN08335055	SAMN08335056	SAMN08335059	SAMN08335061	SAMN08335064	SAMN08335070	SAMN08335073	SAMN08335075	SAMN08335076	SAMN08335077	SAMN08335080	SAMN08335081	SAMN08335082	SAMN08335083	SAMN08335920	SAMN08335921	SAMN08335926	SAMN08335928	SAMN08335929	SAMN08335933	SAMN08335938	SAMN08335939	SAMN08335940	SAMN08335944	SAMN08329222	SAMN08329225	SAMN08329227	SAMN08329229	SAMN08330723	SAMN08330730	SAMN08330739	SAMN08330746	SAMN08330748	SAMN08330749	SAMN08330751	SAMN08330752	SAMN08335119	SAMN08335022	SAMN08335024	SAMN08335025	SAMN08335028	SAMN08335031	SAMN08335032	SAMN08335084	SAMN08335085	SAMN08335086	SAMN08335089	SAMN08335091	SAMN08335096	SAMN08335097	SAMN08335099	SAMN08335102	SAMN08335108	SAMN08335113	SAMN08329223	SAMN08329224	SAMN08329226	SAMN08329228	SAMN08329230	SAMN08330722	SAMN08330724	SAMN08330725	SAMN08330726	SAMN08330727	SAMN08330728	SAMN08330729	SAMN08330731	SAMN08330732	SAMN08330733	SAMN08330734	SAMN08330735	SAMN08330736	SAMN08330737	SAMN08330738	SAMN08330740	SAMN08330741	SAMN08330742	SAMN08330743	SAMN08330744	SAMN08330745	SAMN08330747	SAMN08330750	SAMN08335115	SAMN08335116	SAMN08335117	SAMN08335118	SAMN08335120	SAMN08335121	SAMN08335122	SAMN08335123	SAMN08335124	SAMN08335125	SAMN08335145	SAMN08335146	SAMN08335147	SAMN08335148	SAMN08335149	SAMN08335023	SAMN08335026	SAMN08335027	SAMN08335029	SAMN08335030	SAMN08335087	SAMN08335088	SAMN08335090	SAMN08335092	SAMN08335093	SAMN08335094	SAMN08335095	SAMN08335098	SAMN08335100	SAMN08335101	SAMN08335103	SAMN08335104	SAMN08335105	SAMN08335106	SAMN08335107	SAMN08335109	SAMN08335110	SAMN08335111	SAMN08335112	SAMN08335114
PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)	0.000488495	0.0007804	0.000124077	0.00194332	0.000784064	0.000521953	0.000660651	0.000824769	5.85176e-05	0.000423895	6.75838e-05	0.0011495	0.00132944	0.000475614	0.000893707	0.00117032	0.00164136	0.00110366	0.000481788	0.000770323	0.00156623	0.00061504	0.00149968	0.00107177	0.00150687	0.00144277	0.000933819	0.00149769	0.000795297	0.00260886	0.00111995	0.00101534	0.00167384	0.000373723	0.00334002	0.00154864	0.00073273	0.00256626	0.00257365	0.00128703	0.00150608	0.00193006	0.00100364	0.00183039	0.00154983	0.0026619	0.000450777	0.000969129	0.00108626	0.000673016	0.000272875	0.000709738	0.00090535	0.000570879	0.000347703	0.000547703	0.000229436	0.000585022	0.000323834	0.000416593	0.00100418	0.00026905	0.00104904	0.0014885	0.000356973	0.000533052	0.00139221	0.000224206	0.00184719	0.000116364	0.00161488	0.00133162	0.000306106	0.000655387	0.000173748	0.00173189	0.00246474	0.00102456	0.000487022	0.00101336	0.00100445	0.000441466	0.00100103	0.000655425	0.00124285	0.00138517	0.000756833	0.000234103	8.35593e-05	0.00171576	5.78022e-05	0.00155305	0.000787567	0.000274359	0.00037523	0.000308667	0.000211693	0.000474167	0.000800307	3.16483e-05	0.000993919	0.000786549	0.00105685	0.000780484	0.00123718	0.00116835	0.000772096	0.000923212	0.00102459	0.00145434	0.00108663	0.0017668	0.000617424	0.000545625	0.000199153	0.000675776	0.000932149	0.00109111	0.00164615	0.000276057	9.68412e-06	0.00197184	0.00077732	0.00128709	0.00113883	0.000964382	0.00052809	0.00136864	0.000138062	0.000638887	0.000377837	0.000992261	0.00194524	0.0010594	0.000197512	0.000173014	1.00747e-05	0.000272344	0.000577251	0.00092818	0.000395024	0.000433245	4.56409e-05	0.00193135	0.00146116	0.000319702	0.000521211	0.000431734	0.00214312	0.00131353	0.00180399	0.00255692	0.0014805	0.000729781	0.00122428	0.0	0.00114981	0.00146651	0.00162951	0.000624258	9.16077e-05	0.000274401	0.000214849	0.000854735	0.00123808	0.000239462	0.000549167	0.000533572	0.000109492	0.00145746	0.000663273	0.000338444	0.00166546	0.00156269	0.00195698	1.18462e-05	0.000240835	0.000481367	0.000674932	0.00130814	0.00195269	0.00163158	0.00116732	0.0017542	0.00054346	0.00146877	0.00061543	0.00113098	0.000550198	0.000979108	0.000903777	0.00106021	0.000418072
PWY-6293: superpathway of L-cysteine biosynthesis (fungi)	0.000103313	8.8341e-05	7.01949e-05	0.00011968	0.0	0.0	0.000188562	0.000177633	0.000130501	0.000226113	4.23576e-05	0.000144873	1.61653e-05	0.000434028	0.000512186	0.000120673	0.00029483	2.2302e-05	0.000661516	3.82682e-05	0.000193623	0.000269982	7.12726e-05	0.000106577	2.04528e-05	0.000152517	0.000277581	6.7578e-05	6.2142e-05	6.34142e-05	5.59284e-05	9.75774e-05	0.000105302	0.000234876	3.13076e-05	0.000155469	2.03769e-05	0.0	0.0	0.000197395	0.0	0.0	0.0	2.64323e-05	0.000246298	5.15985e-05	0.0	0.0	2.90234e-05	0.000191519	0.00012781	0.0	4.60714e-05	0.0	0.000232032	0.0	2.67967e-05	0.0	0.0	1.58149e-05	0.000260405	0.000142686	0.000175259	0.000254527	0.000409533	0.000431046	0.000218842	0.000377622	2.84106e-05	0.000157795	8.5713e-05	0.000175302	0.000297703	0.000287251	0.000319674	0.0	7.58438e-05	0.000205592	0.000501579	0.000146644	0.0	3.11721e-05	0.000131741	2.4238e-05	0.0	6.37744e-05	9.54577e-05	0.000248591	0.000168749	0.0	0.000106577	0.0	0.000214996	0.00049748	0.000236111	0.000145833	0.000303012	0.000644816	5.65834e-06	5.8712e-05	0.0	0.0	0.000191427	6.49293e-05	8.19031e-05	0.0	3.07037e-05	0.000694163	2.77391e-05	0.000869569	0.000202387	4.88896e-05	0.00011778	0.000152956	0.00030311	0.000498709	0.000140367	0.000605562	1.77589e-05	0.000367074	2.36847e-05	6.71645e-05	0.000657923	0.000355201	0.000419371	1.06627e-05	0.000272835	0.0	3.78366e-05	4.35253e-05	8.99694e-05	1.65786e-05	5.76616e-05	0.0	0.0	0.0	2.04257e-05	7.75868e-05	0.0	0.0	0.000580188	5.0892e-05	8.22153e-05	9.51517e-05	0.000249299	0.0	0.000403898	0.0	0.000123114	3.45989e-05	3.31095e-05	0.0	0.000130694	0.00074785	0.0	0.0	0.0	4.74774e-05	0.000260762	0.0	0.000109215	0.0	0.000375585	6.96302e-05	2.53296e-05	3.39017e-05	0.000598543	0.000475854	0.000164495	0.000656538	0.000718341	0.000326039	0.000166481	0.000482145	7.96782e-05	2.91813e-05	0.000452598	8.0375e-05	0.000804469	0.000372647	0.0	0.000122283	1.98543e-05	0.000550295	0.000875787	1.50183e-05	0.000140925	0.000228445	0.00057975	0.000134659	0.000418145	0.000195419	0.000484159
PWY-6305: superpathway of putrescine biosynthesis	0.000901448	0.00138497	0.00109597	0.00127785	0.000887645	0.000801264	0.00102354	0.00142988	0.00225246	0.000762665	0.000693578	0.00364773	0.00221002	0.00160232	0.00174538	0.00176637	0.00212307	0.0024451	0.00218215	0.000995906	0.00159375	0.00109505	0.00118662	0.000927127	0.00312006	0.00140223	0.000969541	0.000583595	0.0010744	0.000403386	0.000336602	0.00119246	0.00123165	0.000474254	0.000479986	0.00175107	0.000277217	0.000861889	0.00195245	0.000817944	0.00244476	0.00242741	0.000477964	0.00156778	0.00179265	0.00125399	0.000566952	0.000978604	0.00110456	0.00107398	0.00131191	0.000879928	0.000618667	0.00032001	0.00173786	0.00416685	0.000286063	0.000995986	0.00060319	0.000383617	0.00120218	0.000339813	0.00119046	0.00161915	0.00101468	0.00146548	0.00154412	0.00118937	0.0019213	0.000899367	0.00144538	0.0015223	0.00147116	0.000749041	0.00193689	0.00162425	0.00132224	0.00129709	0.00218906	0.00235306	0.00119974	0.000974629	0.00124144	0.000787995	0.00108467	0.00100573	0.00076979	0.0012623	0.00236325	0.00121461	0.00186899	0.00188152	0.00120499	0.00270966	0.00135223	0.000683536	0.00117809	0.00228653	0.00149813	0.000885543	0.00147154	0.00089476	0.00166904	0.00150013	0.00163737	0.00128375	0.00133546	0.00194565	0.000837839	0.00306069	0.0012413	0.00111657	0.00192217	0.00183532	0.00246013	0.00205978	0.00160102	0.00176783	0.0015468	0.00230955	0.00250039	0.0013211	0.00185144	0.00189224	0.00232589	0.00112563	0.00118488	0.00142226	0.000801458	0.00216558	0.00236044	0.00146253	0.00137886	0.00146751	0.000444398	0.000207222	0.00137302	0.000724873	0.00112692	0.000877644	0.00168444	0.000702702	0.00079856	0.00216738	0.00111423	0.000306795	0.00186277	0.00121756	0.00198327	0.00207161	0.00177347	0.00115886	0.00194577	0.00283713	0.000671627	0.00133058	0.00115936	0.00100808	0.00292169	0.00299343	0.00115269	0.00151729	0.00140135	0.00185437	0.00151497	0.00107608	0.00173202	0.00253028	0.00137248	0.00260601	0.00196964	0.00148764	0.00217666	0.00201051	0.000544963	0.00138766	0.00337391	0.000849388	0.00337119	0.00214285	0.00181212	0.00155799	0.00130851	0.00259913	0.00270184	0.00131603	0.000838011	0.00113984	0.0025465	0.000480601	0.00120981	0.00118576	0.00205425
PWY-6317: D-galactose degradation I (Leloir pathway)	0.00406985	0.00245649	0.00319776	0.00485899	0.00321106	0.00548708	0.00604825	0.00564898	0.00379609	0.00603583	0.00506413	0.00416788	0.00590432	0.0033433	0.0055007	0.0064569	0.00571809	0.00503928	0.00443225	0.00507886	0.00383267	0.00620029	0.00588169	0.00474927	0.00650282	0.0049	0.00413222	0.00694936	0.00696762	0.0078576	0.00755134	0.00492675	0.00430349	0.0108322	0.0071366	0.00486881	0.00629451	0.00598733	0.0054813	0.00589368	0.00667621	0.00594065	0.00697458	0.00625331	0.00689893	0.00591739	0.00777006	0.00408294	0.00557391	0.00711223	0.00280403	0.00657604	0.00493652	0.00836804	0.0040541	0.0044686	0.00528784	0.00501375	0.00217341	0.00611589	0.00373794	0.00561626	0.00526633	0.00330227	0.00511207	0.00512774	0.00737105	0.00242088	0.00498617	0.00478669	0.00586918	0.00495875	0.00528146	0.00617988	0.00405806	0.00541681	0.00690825	0.00646429	0.00303354	0.00489799	0.00596189	0.00693128	0.00619252	0.00577289	0.00676384	0.00454736	0.00570198	0.00472945	0.00393801	0.00536997	0.00330508	0.00703641	0.00649677	0.005313	0.00807396	0.00299699	0.00297972	0.0044334	0.00481743	0.00107525	0.00432304	0.00354214	0.00425931	0.00447729	0.00207997	0.00541583	0.0037592	0.00454077	0.00595242	0.00456501	0.0054002	0.00548309	0.0044659	0.00404605	0.00281215	0.00339036	0.00654345	0.00536366	0.00551687	0.0022063	0.00492847	0.00449828	0.00431138	0.00452986	0.00509439	0.00412126	0.00400477	0.00461157	0.00615689	0.00504433	0.00264206	0.00282237	0.00528608	0.00389876	0.00635405	0.00135966	0.000864286	0.0024845	0.00516385	0.00576275	0.00360056	0.00351427	0.00124928	0.00399388	0.00402611	0.00283489	0.00339506	0.00288213	0.00359899	0.00372541	0.00556057	0.00545343	0.00489358	0.00290609	0.00457899	0.00162823	0.00345348	0.00410929	0.00361206	0.00469711	0.00471163	0.00308828	0.00385602	0.00368443	0.00520686	0.00420082	0.00261467	0.00373966	0.00332273	0.00396956	0.0043143	0.00258552	0.005238	0.00445049	0.00577199	0.00349301	0.0033846	0.00335445	0.00329731	0.00489077	0.00631012	0.00482834	0.00645124	0.00338394	0.00376549	0.00567388	0.00578493	0.00634017	0.00372486	0.00626174	0.00410932	0.00489378	0.00464825
PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)	2.76114e-05	0.0	3.14929e-05	2.04631e-05	0.0	0.0	2.33513e-05	0.0	5.06323e-05	3.94971e-06	0.0	2.77745e-05	1.04415e-05	1.45298e-05	3.60931e-05	1.87604e-05	1.64373e-05	0.0	7.23993e-05	3.82262e-06	4.56205e-05	4.34864e-05	0.0	2.53301e-05	1.55507e-05	1.28364e-05	2.3217e-05	0.0	0.0	2.01743e-05	1.1312e-05	0.0	2.7088e-05	0.0	5.11143e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.22746e-05	9.08467e-06	1.652e-05	0.0	1.10615e-05	3.20431e-05	5.52349e-05	4.95353e-06	2.08663e-05	0.0	2.31019e-05	9.08409e-06	0.0	0.0	0.0	0.0	4.52249e-05	0.0	3.37808e-05	6.35437e-05	3.3489e-05	5.63961e-05	6.24193e-05	3.49005e-05	0.0	1.01464e-05	9.92567e-06	2.13579e-05	9.415e-05	2.23047e-05	4.75261e-06	0.0	3.67568e-05	0.0	0.000299406	0.0	0.0	0.0	0.0	0.0	0.0	3.74076e-05	2.05878e-05	0.0	0.0	0.0	5.08511e-05	0.0	0.0	6.28745e-05	0.0	5.61729e-05	0.0	9.58318e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.91573e-05	0.0	0.0	2.79632e-05	1.30741e-05	0.00032782	5.68997e-05	1.05102e-05	3.18679e-05	5.05288e-05	7.49599e-05	6.36348e-05	1.43555e-05	0.0	0.0	9.88578e-05	1.42309e-05	0.0	3.11701e-05	3.04105e-05	8.71064e-05	0.0	0.0	0.0	1.17305e-05	0.0	2.02843e-05	1.63316e-05	0.0	0.0	0.0	2.20398e-05	4.67158e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.07694e-05	0.0	0.0	0.0	0.0	5.75666e-05	0.0	0.0	0.0	0.0	0.000249417	0.0	8.09309e-05	0.0	0.0	5.44443e-05	0.0	3.64386e-05	0.0	1.3533e-05	2.01277e-05	0.0	0.0	9.58478e-06	7.91413e-05	8.25332e-05	8.33267e-05	2.54739e-05	6.85192e-05	2.46641e-05	7.92702e-05	1.48451e-05	2.00999e-05	5.94678e-05	2.73284e-05	0.000129319	0.0	0.0	2.96932e-05	0.0	3.65436e-05	4.69974e-05	0.0	0.0	0.0	0.00020543	2.30271e-05	0.000125739	5.15411e-05	3.9092e-06
PWY-6328: L-lysine degradation X	2.88851e-05	0.0	9.81315e-06	6.79527e-06	0.0	0.0	4.68188e-06	0.0	0.000609155	7.77039e-05	6.02484e-06	3.26813e-05	4.22777e-06	4.57753e-05	7.16055e-05	6.2188e-06	9.65172e-05	0.0	0.000265279	0.0	5.04597e-05	3.01134e-05	0.0	7.33406e-06	9.46515e-06	4.31028e-05	1.20004e-05	3.59043e-05	0.0	8.73037e-06	0.0	0.0	5.41664e-06	5.45013e-05	3.63476e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.43803e-06	1.72764e-05	0.0	0.0	0.0	8.03329e-06	4.07213e-05	0.0	6.07437e-06	0.0	3.44645e-05	0.0	0.0	0.0	0.0	0.0	4.67943e-05	0.0	3.03256e-05	9.0647e-06	4.87714e-05	7.29184e-05	1.07345e-05	4.20355e-05	7.89254e-06	3.95165e-05	0.0	1.33643e-05	5.93656e-05	3.35188e-05	0.000166845	0.0	2.22074e-05	0.0	0.000298865	0.0	0.0	3.84761e-06	8.42483e-06	0.0	0.0	0.0	2.10994e-05	0.0	2.51136e-05	0.0	4.82912e-05	0.0	3.21154e-06	0.000327091	6.67597e-05	4.40809e-05	0.000139656	0.000165518	0.0	3.83975e-05	0.0	0.0	7.24349e-05	5.965e-06	1.75233e-05	0.0	0.0	1.80639e-05	0.0	0.000121913	4.48784e-06	1.51394e-05	8.95906e-06	6.26048e-06	0.000202207	0.00014122	1.73564e-05	0.0	0.0	0.000146662	0.000104837	0.0	0.000158771	0.0	8.00638e-05	0.0	0.0	0.0	9.41567e-06	0.0	0.0	5.57179e-06	6.48019e-06	0.0	0.0	0.0	0.0	1.85423e-05	0.0	0.0	7.52331e-05	0.0	5.19003e-05	5.13906e-06	0.0	0.0	0.0	0.0	4.36675e-05	3.14046e-06	0.0	0.0	6.2832e-05	4.02293e-05	0.0	0.0001791	0.0	0.0	6.98043e-06	0.0	0.0	0.0	8.557e-06	2.0417e-05	0.0	0.0	0.000277797	0.000237379	3.09976e-05	0.000105849	0.000152881	4.30696e-05	4.67985e-05	7.04846e-05	5.17512e-06	0.000406112	0.000160837	1.5401e-05	3.54203e-05	8.84527e-05	0.0	4.4531e-05	0.0	5.83197e-05	1.67957e-05	0.0	0.0	0.0	0.000262362	0.0	8.15599e-05	4.42235e-05	0.0
PWY-6349: CDP-archaeol biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.00605e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36963e-05	0.0	0.0	0.0	0.0	0.0	0.0	6.99916e-05	0.0	1.96235e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.52377e-05	5.14717e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.01346e-05	3.97912e-05	1.44663e-05	0.0	0.0	0.0	0.0	0.0	9.82967e-05	1.79992e-05	0.0	0.0	0.0	0.0	1.50188e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000125029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010506	6.73144e-05
PWY-6350: archaetidylinositol biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.22698e-05	0.0	1.54994e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.38557e-05	4.28955e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.17805e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.02098e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000117744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.5071e-05	5.85902e-05
PWY-6353: purine nucleotides degradation II (aerobic)	0.00145667	0.00214086	0.00118158	0.00103209	0.000860691	0.000455062	0.00183841	0.00102233	0.00471347	0.00075791	0.00102286	0.00147146	0.00111654	0.00166042	0.00292456	0.00232286	0.0022932	0.00166782	0.00287129	0.00150183	0.000918655	0.00273611	0.000980589	0.00189037	0.00122136	0.00229809	0.00129194	0.00144031	0.000521655	0.00394507	0.00111086	0.00193665	0.00133433	0.00512354	0.00190625	0.00136781	0.000844491	0.0012805	0.00150767	0.00131156	0.00178875	0.00301379	0.000946406	0.001704	0.00167908	0.00235393	0.000432366	0.00139983	0.00182887	0.00116406	0.00210814	0.000963229	0.00121544	0.000234377	0.00165599	0.000931733	0.000372245	0.000503629	0.000368989	0.000566632	0.00215097	0.000654169	0.00237813	0.00351353	0.00192673	0.00255542	0.00205256	0.00383747	0.00177911	0.00112763	0.00188163	0.00298072	0.00223854	0.00247231	0.00530499	0.00185698	0.00191653	0.0021185	0.00506558	0.000827843	0.000714804	0.00134616	0.00132334	0.000742125	0.00187598	0.00194109	0.000690607	0.00151082	0.00283092	0.000639237	0.000867041	0.00198085	0.00144836	0.00303975	0.00359555	0.00165613	0.00514955	0.00372753	0.000444727	0.00191039	0.000599267	0.000789794	0.00282242	0.00167526	0.000832714	0.00117362	0.000636654	0.00105382	0.000978434	0.00406608	0.00178542	0.000996873	0.00151558	0.00143606	0.00310844	0.002959	0.00235774	0.00170618	0.00086515	0.00321705	0.00344383	0.00201461	0.00283688	0.00207915	0.0022753	0.00122855	0.00236399	0.00123448	0.000576426	0.00112755	0.00241989	0.00179431	0.00147785	0.00120807	0.000278867	0.000271879	0.000397256	0.000307303	0.00090922	0.000618976	0.00364119	0.000859138	0.00142198	0.00109404	0.0016529	0.00052987	0.000377415	0.00115068	0.00165652	0.000761794	0.000907535	0.00104155	0.00241114	0.00292272	0.000980087	0.00456641	0.00145076	0.000452629	0.00265977	0.000921284	0.000784237	0.000692082	0.00260918	0.00105351	0.0014383	0.000875754	0.0018763	0.00315468	0.00182062	0.00284581	0.00283962	0.00188584	0.00217575	0.00224905	0.000705157	0.00477511	0.00461317	0.00153052	0.00437283	0.00276058	0.0016414	0.00178786	0.00128196	0.00395178	0.00456132	0.00125308	0.000430529	0.0019145	0.00401296	0.00169336	0.00304307	0.00171371	0.00394977
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	0.0105005	0.0127711	0.00976648	0.0111092	0.0140504	0.0169629	0.0153477	0.0127162	0.00558979	0.0155507	0.0118693	0.0100782	0.010965	0.0100262	0.00836061	0.00917763	0.0100423	0.0100192	0.00743976	0.00976644	0.0095847	0.0106007	0.011306	0.0126612	0.010426	0.00786103	0.00849435	0.0122797	0.0153043	0.00922992	0.0143783	0.0122851	0.012279	0.00992279	0.011102	0.0111222	0.0156896	0.0127934	0.0113057	0.0109701	0.0109646	0.0110705	0.0138298	0.0115207	0.0110806	0.0111667	0.0166761	0.0108919	0.0129314	0.0129421	0.0103155	0.0137168	0.0143102	0.0148196	0.00870683	0.0107532	0.0154275	0.0125614	0.0137938	0.0198735	0.0114641	0.0172334	0.0123944	0.00926885	0.013469	0.0135449	0.0107355	0.00757172	0.00971498	0.00897803	0.0106582	0.0107321	0.0105438	0.00947212	0.00649767	0.0100479	0.0104352	0.0119053	0.00559427	0.012974	0.0115226	0.0136591	0.0115425	0.0162728	0.0119101	0.0131906	0.0153685	0.0110112	0.0107675	0.0130214	0.013453	0.0130324	0.00972076	0.00677667	0.0101654	0.00877181	0.00776368	0.0083842	0.0111522	0.0141856	0.0128054	0.0138576	0.0101273	0.0117719	0.00955629	0.0119954	0.0112663	0.00872409	0.0131353	0.0066321	0.0105415	0.012486	0.0108043	0.00952292	0.00946294	0.00818647	0.00994816	0.00874244	0.0108683	0.00997346	0.00691107	0.0107218	0.0085947	0.00926719	0.00771896	0.0120173	0.00988315	0.0106716	0.0135564	0.0114021	0.00940339	0.0108394	0.0138133	0.0107301	0.0192673	0.0269293	0.00992635	0.0182604	0.0117379	0.0142096	0.0071886	0.0120576	0.0113829	0.0126104	0.0116127	0.0189812	0.0104777	0.0101705	0.00902886	0.0136649	0.0134825	0.0138719	0.0112889	0.0059657	0.0147845	0.00756667	0.0111777	0.0159185	0.010179	0.0118347	0.0152633	0.0106674	0.00790228	0.00730397	0.0110567	0.00983786	0.0075712	0.00888623	0.0101462	0.00730767	0.00868476	0.0090738	0.00952206	0.00839823	0.0141678	0.00656339	0.00553432	0.0102753	0.00550996	0.00910121	0.0104022	0.00905438	0.0120646	0.0080992	0.00588808	0.0105434	0.0134427	0.0104424	0.00650523	0.0125107	0.00837883	0.0115844	0.00956614
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	0.0105956	0.0128291	0.00947633	0.0109971	0.0136477	0.0184451	0.0167104	0.0133039	0.00523607	0.0161199	0.0117144	0.0100914	0.011106	0.00993245	0.00842955	0.00933976	0.0102617	0.0101177	0.00732426	0.00976637	0.00958892	0.0106557	0.0111119	0.0128805	0.0106719	0.00777986	0.00814731	0.0123047	0.0170576	0.00939017	0.0154208	0.0124404	0.0125313	0.0102346	0.0119609	0.0111397	0.0161044	0.0133643	0.0112799	0.0116237	0.0111654	0.0115673	0.0154053	0.0119244	0.0114504	0.0116759	0.0172723	0.010989	0.0130738	0.0135663	0.0104648	0.0141795	0.0143852	0.0156434	0.00864709	0.0110581	0.0160625	0.0130198	0.0135894	0.019698	0.011428	0.0175306	0.0127613	0.0091890199999999	0.0138807	0.0140048	0.0108448	0.00723092	0.00992242	0.00900061	0.010835	0.0112041	0.0105846	0.00957637	0.00627094	0.0101556	0.010991	0.0117845	0.00523472	0.0131584	0.0115648	0.0145152	0.0123223	0.017902	0.0119238	0.0136463	0.0156047	0.0111888	0.0105376	0.014038	0.0131829	0.0133051	0.0100276	0.00661369	0.0112993	0.00874739	0.00765237	0.008231	0.0111836	0.0141845	0.0125197	0.0137826	0.0101738	0.011846	0.00949638	0.0122044	0.0113391	0.00882357	0.0141045	0.00639392	0.01086	0.0127687	0.0107835	0.00961971	0.00911174	0.00781272	0.00993842	0.00880434	0.0106953	0.00956061	0.00668651	0.0106304	0.00868975	0.00906029	0.00765515	0.0125302	0.00993679	0.0109267	0.0137019	0.0115088	0.00930677	0.0106972	0.0148054	0.0104506	0.0201523	0.0287523	0.0097224	0.0178651	0.0119564	0.0150986	0.00704017	0.0117956	0.0110557	0.0129075	0.0115487	0.0204917	0.0106078	0.00994808	0.00893186	0.0138021	0.0136571	0.0139652	0.011539	0.00553946	0.0151279	0.00711888	0.0108213	0.0159858	0.0103559	0.0116779	0.0158918	0.0105078	0.00763195	0.00731205	0.0113418	0.00990637	0.00739575	0.00883569	0.00979509	0.00722473	0.00854459	0.0087182	0.00987517	0.00844453	0.0143524	0.00626346	0.00511252	0.010001	0.00536996	0.00919329	0.0107054	0.00908322	0.0128845	0.00816545	0.00559272	0.0109753	0.0139875	0.0107249	0.00632989	0.0130264	0.00834693	0.0114682	0.00985475
